billing_product_id,billing_account_id,asset_id,order_id,product_name,charge_type,charge_amount,last_billed_date,next_billing_date,status
BP01518,BACC00554,AST00097,ORD00097,Broadband,Monthly,64.0,20/05/2026,20/06/2026,Ceased
BP01519,BACC00626,AST01958,ORD01958,SD-WAN,Annual,187.5,20/05/2026,18/08/2026,Active
BP01520,BACC00692,AST00596,ORD00596,Mobile Voice,Monthly,21.6,20/05/2026,19/06/2026,Ceased
BP01521,BACC00002,AST01458,ORD01458,Cloud Voice,Quarterly,14.25,20/05/2026,20/06/2026,Active
BP01522,BACC00640,AST01889,ORD01889,SIP Trunk,Monthly,21.0,20/05/2026,19/06/2026,Active
BP01523,BACC00200,AST00416,ORD00416,FTTP Broadband,Annual,40.5,20/05/2026,19/06/2026,Active
BP01524,BACC00836,AST01589,ORD01589,Mobile Voice,Quarterly,30.0,20/05/2026,19/06/2026,Active
BP01525,BACC00697,AST01704,ORD01704,PSTN Line,Monthly,18.5,20/05/2026,20/06/2026,Inactive
BP01526,BACC00344,AST01013,ORD01013,Ethernet Circuit,Quarterly,275.0,20/05/2026,19/06/2026,Active
BP01527,BACC00398,AST01720,ORD01720,SIP Trunk,Annual,15.4,20/05/2026,19/06/2026,Active
BP01528,BACC00343,AST00671,ORD00671,Ethernet Circuit,Quarterly,242.0,20/05/2026,19/06/2026,Active
BP01529,BACC00759,AST01872,ORD01872,Cloud Voice,Monthly,8.55,20/05/2026,20/06/2026,Active
BP01530,BACC00894,AST01151,ORD01151,Ethernet Circuit,Monthly,330.0,20/05/2026,18/08/2026,Active
BP01531,BACC00333,AST01906,ORD01906,PSTN Line,Annual,37.0,20/05/2026,19/06/2026,Active
BP01532,BACC00037,AST00234,ORD00234,Mobile Voice,Quarterly,30.0,20/05/2026,18/08/2026,Ceased
BP01533,BACC00062,AST01130,ORD01130,FTTC Broadband,Quarterly,57.0,20/05/2026,20/06/2026,Active
BP01534,BACC00759,AST01500,ORD01500,FTTP Broadband,Quarterly,40.5,20/05/2026,19/06/2026,Active
BP01535,BACC00633,AST00532,ORD00532,Cloud Voice,Quarterly,9.5,20/05/2026,20/06/2026,Active
BP01536,BACC00887,AST00300,ORD00300,Ethernet Circuit,Quarterly,440.0,20/05/2026,19/06/2026,Active
BP01537,BACC00552,AST01334,ORD01334,PSTN Line,Annual,18.5,20/05/2026,20/06/2026,Active
BP01538,BACC00292,AST00346,ORD00346,Mobile Voice,Monthly,21.6,20/05/2026,20/06/2026,Active
BP01539,BACC00871,AST01790,ORD01790,FTTC Broadband,Annual,47.5,20/05/2026,18/08/2026,Active
BP01540,BACC00367,AST00535,ORD00535,Mobile Voice,Quarterly,21.6,20/05/2026,18/08/2026,Active
BP01541,BACC00157,AST00390,ORD00390,SD-WAN,Annual,165.0,20/05/2026,18/08/2026,Inactive
BP01542,BACC00162,AST00368,ORD00368,Mobile Voice,Quarterly,24.0,20/05/2026,19/06/2026,Active
BP01543,BACC00438,AST01701,ORD01701,SD-WAN,Annual,165.0,20/05/2026,20/06/2026,Active
BP01544,BACC00107,AST01051,ORD01051,MPLS Circuit,Quarterly,162.0,20/05/2026,18/08/2026,Active
BP01545,BACC00923,AST01131,ORD01131,Ethernet Circuit,Annual,275.0,20/05/2026,19/06/2026,Active
BP01546,BACC00524,AST01119,ORD01119,Cloud Voice,Annual,9.5,20/05/2026,20/06/2026,Active
BP01547,BACC00468,AST00190,ORD00190,Ethernet Circuit,Monthly,275.0,20/05/2026,18/08/2026,Active
BP01548,BACC00483,AST00647,ORD00647,SD-WAN,Quarterly,225.0,20/05/2026,18/08/2026,Active
BP01549,BACC00387,AST00403,ORD00403,Mobile Voice,Annual,36.0,20/05/2026,20/06/2026,Active
BP01550,BACC00914,AST01995,ORD01995,Ethernet Circuit,Quarterly,440.0,20/05/2026,19/06/2026,Active
BP01551,BACC00952,AST00150,ORD00150,MPLS Circuit,Monthly,162.0,20/05/2026,18/08/2026,Active
BP01552,BACC00482,AST01625,ORD01625,SD-WAN,Monthly,225.0,20/05/2026,19/06/2026,Active
BP01553,BACC00432,AST00730,ORD00730,Mobile Voice,Monthly,48.0,20/05/2026,19/06/2026,Active
BP01554,BACC00600,AST01601,ORD01601,Cloud Voice,Quarterly,11.88,20/05/2026,18/08/2026,Active
BP01555,BACC00276,AST00580,ORD00580,PSTN Line,Monthly,37.0,20/05/2026,19/06/2026,Active
BP01556,BACC00017,AST01688,ORD01688,SIP Trunk,Annual,28.0,20/05/2026,19/06/2026,Active
BP01557,BACC00060,AST00176,ORD00176,SIP Trunk,Quarterly,12.6,20/05/2026,20/06/2026,Active
BP01558,BACC00338,AST00980,ORD00980,Cloud Voice,Quarterly,14.25,20/05/2026,18/08/2026,Active
BP01559,BACC00171,AST00482,ORD00482,Broadband,Annual,35.2,20/05/2026,20/06/2026,Active
BP01560,BACC00676,AST00277,ORD00277,MPLS Circuit,Monthly,270.0,20/05/2026,18/08/2026,Active
BP01561,BACC00029,AST01328,ORD01328,FTTC Broadband,Quarterly,38.0,20/05/2026,19/06/2026,Ceased
BP01562,BACC00699,AST00565,ORD00565,FTTC Broadband,Monthly,47.5,20/05/2026,18/08/2026,Active
BP01563,BACC00546,AST00917,ORD00917,FTTC Broadband,Monthly,38.0,20/05/2026,18/08/2026,Ceased
BP01564,BACC00021,AST01314,ORD01314,FTTC Broadband,Quarterly,38.0,20/05/2026,19/06/2026,Active
BP01565,BACC00470,AST01227,ORD01227,FTTC Broadband,Quarterly,38.0,20/05/2026,20/06/2026,Active
BP01566,BACC00549,AST00475,ORD00475,SIP Trunk,Quarterly,17.5,20/05/2026,18/08/2026,Active
BP01567,BACC00290,AST01730,ORD01730,MPLS Circuit,Quarterly,180.0,20/05/2026,18/08/2026,Active
BP01568,BACC00612,AST01994,ORD01994,FTTC Broadband,Quarterly,41.8,20/05/2026,20/06/2026,Ceased
BP01569,BACC00489,AST00873,ORD00873,Ethernet Circuit,Monthly,242.0,20/05/2026,18/08/2026,Active
BP01570,BACC00770,AST00160,ORD00160,FTTP Broadband,Annual,49.5,20/05/2026,18/08/2026,Ceased
BP01571,BACC00570,AST01716,ORD01716,SD-WAN,Annual,300.0,20/05/2026,19/06/2026,Active
BP01572,BACC00738,AST01993,ORD01993,MPLS Circuit,Quarterly,225.0,20/05/2026,19/06/2026,Inactive
BP01573,BACC00548,AST01190,ORD01190,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Active
BP01574,BACC00556,AST00910,ORD00910,Broadband,Annual,64.0,20/05/2026,20/06/2026,Active
BP01575,BACC00930,AST00402,ORD00402,Mobile Voice,Quarterly,48.0,20/05/2026,18/08/2026,Ceased
BP01576,BACC00513,AST01714,ORD01714,Mobile Voice,Annual,30.0,20/05/2026,18/08/2026,Active
BP01577,BACC00697,AST01524,ORD01524,Broadband,Monthly,28.8,20/05/2026,19/06/2026,Active
BP01578,BACC00240,AST00984,ORD00984,Broadband,Monthly,35.2,20/05/2026,18/08/2026,Active
BP01579,BACC00023,AST01826,ORD01826,Ethernet Circuit,Monthly,242.0,20/05/2026,18/08/2026,Ceased
BP01580,BACC00618,AST00662,ORD00662,SD-WAN,Monthly,150.0,20/05/2026,18/08/2026,Active
BP01581,BACC00592,AST01970,ORD01970,FTTC Broadband,Monthly,38.0,20/05/2026,18/08/2026,Active
BP01582,BACC00599,AST01295,ORD01295,FTTP Broadband,Annual,56.25,20/05/2026,19/06/2026,Ceased
BP01583,BACC00810,AST01653,ORD01653,Broadband,Annual,64.0,20/05/2026,20/06/2026,Active
BP01584,BACC00150,AST00478,ORD00478,FTTC Broadband,Annual,57.0,20/05/2026,19/06/2026,Active
BP01585,BACC00848,AST00991,ORD00991,FTTC Broadband,Annual,76.0,20/05/2026,20/06/2026,Active
BP01586,BACC00759,AST01500,ORD01500,FTTP Broadband,Annual,56.25,20/05/2026,19/06/2026,Active
BP01587,BACC00945,AST00806,ORD00806,FTTC Broadband,Annual,76.0,20/05/2026,19/06/2026,Ceased
BP01588,BACC00562,AST01482,ORD01482,Ethernet Circuit,Quarterly,242.0,20/05/2026,19/06/2026,Active
BP01589,BACC00559,AST01291,ORD01291,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP01590,BACC00363,AST00947,ORD00947,Ethernet Circuit,Annual,220.0,20/05/2026,18/08/2026,Active
BP01591,BACC00856,AST00561,ORD00561,MPLS Circuit,Monthly,225.0,20/05/2026,18/08/2026,Active
BP01592,BACC00878,AST01375,ORD01375,Ethernet Circuit,Quarterly,440.0,20/05/2026,20/06/2026,Active
BP01593,BACC00274,AST00414,ORD00414,Mobile Voice,Quarterly,48.0,20/05/2026,18/08/2026,Active
BP01594,BACC00442,AST01016,ORD01016,FTTP Broadband,Monthly,90.0,20/05/2026,19/06/2026,Active
BP01595,BACC00614,AST01951,ORD01951,Mobile Voice,Quarterly,24.0,20/05/2026,18/08/2026,Active
BP01596,BACC00383,AST01345,ORD01345,FTTC Broadband,Quarterly,38.0,20/05/2026,19/06/2026,Ceased
BP01597,BACC00984,AST01727,ORD01727,FTTC Broadband,Quarterly,41.8,20/05/2026,19/06/2026,Active
BP01598,BACC00297,AST01743,ORD01743,FTTC Broadband,Quarterly,41.8,20/05/2026,18/08/2026,Active
BP01599,BACC00753,AST00878,ORD00878,Ethernet Circuit,Quarterly,330.0,20/05/2026,18/08/2026,Active
BP01600,BACC00108,AST00660,ORD00660,PSTN Line,Annual,23.12,20/05/2026,20/06/2026,Active
BP01601,BACC00081,AST01934,ORD01934,Mobile Voice,Annual,24.0,20/05/2026,20/06/2026,Active
BP01602,BACC00526,AST01885,ORD01885,PSTN Line,Monthly,20.35,20/05/2026,18/08/2026,Active
BP01603,BACC00217,AST00850,ORD00850,SIP Trunk,Monthly,21.0,20/05/2026,19/06/2026,Active
BP01604,BACC00403,AST01238,ORD01238,SIP Trunk,Annual,17.5,20/05/2026,18/08/2026,Inactive
BP01605,BACC00593,AST00655,ORD00655,FTTC Broadband,Annual,34.2,20/05/2026,19/06/2026,Active
BP01606,BACC00470,AST01666,ORD01666,PSTN Line,Quarterly,37.0,20/05/2026,18/08/2026,Active
BP01607,BACC00379,AST01884,ORD01884,FTTP Broadband,Annual,56.25,20/05/2026,20/06/2026,Active
BP01608,BACC00777,AST00324,ORD00324,MPLS Circuit,Quarterly,198.0,20/05/2026,18/08/2026,Active
BP01609,BACC00025,AST01808,ORD01808,Mobile Voice,Quarterly,26.4,20/05/2026,19/06/2026,Active
BP01610,BACC01000,AST01768,ORD01768,FTTP Broadband,Annual,40.5,20/05/2026,19/06/2026,Active
BP01611,BACC00395,AST01637,ORD01637,PSTN Line,Quarterly,20.35,20/05/2026,20/06/2026,Active
BP01612,BACC00548,AST00369,ORD00369,Mobile Voice,Monthly,24.0,20/05/2026,19/06/2026,Active
BP01613,BACC00729,AST00924,ORD00924,PSTN Line,Monthly,20.35,20/05/2026,20/06/2026,Active
BP01614,BACC00811,AST00406,ORD00406,SD-WAN,Quarterly,187.5,20/05/2026,19/06/2026,Ceased
BP01615,BACC00797,AST00784,ORD00784,Cloud Voice,Monthly,14.25,20/05/2026,20/06/2026,Active
BP01616,BACC00684,AST00559,ORD00559,SD-WAN,Quarterly,165.0,20/05/2026,19/06/2026,Active
BP01617,BACC00573,AST01293,ORD01293,SIP Trunk,Annual,14.0,20/05/2026,18/08/2026,Active
BP01618,BACC00412,AST00697,ORD00697,Mobile Voice,Monthly,26.4,20/05/2026,18/08/2026,Active
BP01619,BACC00272,AST01431,ORD01431,FTTP Broadband,Quarterly,67.5,20/05/2026,18/08/2026,Active
BP01620,BACC00260,AST01950,ORD01950,Ethernet Circuit,Quarterly,275.0,20/05/2026,19/06/2026,Active
BP01621,BACC00958,AST00681,ORD00681,FTTC Broadband,Annual,34.2,20/05/2026,20/06/2026,Active
BP01622,BACC00438,AST01321,ORD01321,Cloud Voice,Annual,8.55,20/05/2026,20/06/2026,Active
BP01623,BACC00294,AST00799,ORD00799,PSTN Line,Annual,16.65,20/05/2026,20/06/2026,Active
BP01624,BACC00702,AST01535,ORD01535,FTTP Broadband,Annual,90.0,20/05/2026,19/06/2026,Active
BP01625,BACC00407,AST00394,ORD00394,FTTC Broadband,Annual,76.0,20/05/2026,19/06/2026,Active
BP01626,BACC00622,AST01732,ORD01732,PSTN Line,Monthly,23.12,20/05/2026,20/06/2026,Active
BP01627,BACC00273,AST00459,ORD00459,Mobile Voice,Annual,24.0,20/05/2026,19/06/2026,Active
BP01628,BACC00137,AST00883,ORD00883,MPLS Circuit,Monthly,198.0,20/05/2026,20/06/2026,Active
BP01629,BACC00629,AST00833,ORD00833,Ethernet Circuit,Annual,198.0,20/05/2026,19/06/2026,Active
BP01630,BACC00449,AST01924,ORD01924,FTTP Broadband,Monthly,90.0,20/05/2026,19/06/2026,Active
BP01631,BACC00426,AST01805,ORD01805,Broadband,Quarterly,32.0,20/05/2026,18/08/2026,Active
BP01632,BACC00239,AST00452,ORD00452,Ethernet Circuit,Quarterly,440.0,20/05/2026,20/06/2026,Active
BP01633,BACC00241,AST00786,ORD00786,FTTP Broadband,Monthly,56.25,20/05/2026,20/06/2026,Ceased
BP01634,BACC00822,AST01905,ORD01905,FTTC Broadband,Annual,34.2,20/05/2026,20/06/2026,Ceased
BP01635,BACC00097,AST00507,ORD00507,SD-WAN,Monthly,300.0,20/05/2026,19/06/2026,Active
BP01636,BACC00211,AST01167,ORD01167,FTTP Broadband,Quarterly,56.25,20/05/2026,19/06/2026,Active
BP01637,BACC00779,AST00629,ORD00629,FTTC Broadband,Quarterly,38.0,20/05/2026,20/06/2026,Active
BP01638,BACC00714,AST01279,ORD01279,Cloud Voice,Quarterly,14.25,20/05/2026,20/06/2026,Inactive
BP01639,BACC00371,AST01212,ORD01212,SIP Trunk,Monthly,28.0,20/05/2026,20/06/2026,Active
BP01640,BACC00315,AST00431,ORD00431,Broadband,Annual,32.0,20/05/2026,20/06/2026,Active
BP01641,BACC00700,AST00745,ORD00745,Ethernet Circuit,Monthly,330.0,20/05/2026,19/06/2026,Active
BP01642,BACC00478,AST01987,ORD01987,Cloud Voice,Quarterly,10.45,20/05/2026,19/06/2026,Active
BP01643,BACC00009,AST00180,ORD00180,FTTC Broadband,Monthly,38.0,20/05/2026,19/06/2026,Ceased
BP01644,BACC00782,AST00487,ORD00487,FTTC Broadband,Monthly,41.8,20/05/2026,20/06/2026,Ceased
BP01645,BACC00556,AST01006,ORD01006,SIP Trunk,Monthly,14.0,20/05/2026,19/06/2026,Active
BP01646,BACC00935,AST01593,ORD01593,SIP Trunk,Monthly,15.4,20/05/2026,20/06/2026,Active
BP01647,BACC00339,AST01677,ORD01677,MPLS Circuit,Monthly,360.0,20/05/2026,20/06/2026,Inactive
BP01648,BACC00604,AST00411,ORD00411,FTTP Broadband,Monthly,90.0,20/05/2026,18/08/2026,Active
BP01649,BACC00073,AST00770,ORD00770,MPLS Circuit,Quarterly,360.0,20/05/2026,20/06/2026,Active
BP01650,BACC00793,AST00849,ORD00849,MPLS Circuit,Monthly,198.0,20/05/2026,20/06/2026,Inactive
BP01651,BACC00670,AST01208,ORD01208,Cloud Voice,Monthly,19.0,20/05/2026,20/06/2026,Active
BP01652,BACC00511,AST00312,ORD00312,MPLS Circuit,Annual,198.0,20/05/2026,18/08/2026,Ceased
BP01653,BACC00752,AST01912,ORD01912,Cloud Voice,Quarterly,8.55,20/05/2026,20/06/2026,Active
BP01654,BACC00260,AST00262,ORD00262,FTTC Broadband,Monthly,76.0,20/05/2026,19/06/2026,Active
BP01655,BACC00167,AST01452,ORD01452,PSTN Line,Annual,16.65,20/05/2026,20/06/2026,Inactive
BP01656,BACC00036,AST00875,ORD00875,Mobile Voice,Quarterly,21.6,20/05/2026,20/06/2026,Active
BP01657,BACC00727,AST01099,ORD01099,Ethernet Circuit,Monthly,440.0,20/05/2026,19/06/2026,Active
BP01658,BACC00344,AST01722,ORD01722,SIP Trunk,Quarterly,12.6,20/05/2026,19/06/2026,Active
BP01659,BACC00802,AST01609,ORD01609,Broadband,Annual,40.0,20/05/2026,20/06/2026,Active
BP01660,BACC00400,AST01389,ORD01389,SIP Trunk,Monthly,21.0,20/05/2026,20/06/2026,Ceased
BP01661,BACC00424,AST01053,ORD01053,MPLS Circuit,Quarterly,198.0,20/05/2026,18/08/2026,Active
BP01662,BACC00398,AST01398,ORD01398,SIP Trunk,Monthly,14.0,20/05/2026,18/08/2026,Active
BP01663,BACC00849,AST00649,ORD00649,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Ceased
BP01664,BACC00020,AST00034,ORD00034,Mobile Voice,Quarterly,48.0,20/05/2026,18/08/2026,Active
BP01665,BACC00756,AST00528,ORD00528,FTTC Broadband,Quarterly,38.0,20/05/2026,18/08/2026,Active
BP01666,BACC00389,AST01301,ORD01301,FTTC Broadband,Annual,57.0,20/05/2026,19/06/2026,Active
BP01667,BACC00298,AST01795,ORD01795,Broadband,Monthly,32.0,20/05/2026,19/06/2026,Active
BP01668,BACC00040,AST01025,ORD01025,PSTN Line,Quarterly,16.65,20/05/2026,19/06/2026,Active
BP01669,BACC00137,AST01811,ORD01811,PSTN Line,Quarterly,16.65,20/05/2026,19/06/2026,Active
BP01670,BACC00036,AST00869,ORD00869,FTTP Broadband,Quarterly,90.0,20/05/2026,19/06/2026,Active
BP01671,BACC00153,AST00536,ORD00536,PSTN Line,Annual,37.0,20/05/2026,19/06/2026,Ceased
BP01672,BACC00638,AST00953,ORD00953,MPLS Circuit,Quarterly,270.0,20/05/2026,18/08/2026,Active
BP01673,BACC00218,AST00202,ORD00202,FTTP Broadband,Monthly,49.5,20/05/2026,18/08/2026,Active
BP01674,BACC00799,AST01468,ORD01468,Broadband,Monthly,28.8,20/05/2026,19/06/2026,Active
BP01675,BACC00625,AST01557,ORD01557,SIP Trunk,Annual,12.6,20/05/2026,19/06/2026,Ceased
BP01676,BACC00673,AST00557,ORD00557,Mobile Voice,Annual,24.0,20/05/2026,19/06/2026,Ceased
BP01677,BACC00382,AST01210,ORD01210,MPLS Circuit,Monthly,270.0,20/05/2026,19/06/2026,Active
BP01678,BACC00027,AST00475,ORD00475,SIP Trunk,Annual,21.0,20/05/2026,19/06/2026,Active
BP01679,BACC00338,AST01933,ORD01933,Ethernet Circuit,Annual,275.0,20/05/2026,19/06/2026,Active
BP01680,BACC00053,AST01310,ORD01310,Broadband,Annual,48.0,20/05/2026,19/06/2026,Active
BP01681,BACC00156,AST01839,ORD01839,SIP Trunk,Quarterly,14.0,20/05/2026,20/06/2026,Active
BP01682,BACC00826,AST00946,ORD00946,PSTN Line,Monthly,18.5,20/05/2026,20/06/2026,Active
BP01683,BACC00715,AST00857,ORD00857,MPLS Circuit,Monthly,270.0,20/05/2026,19/06/2026,Active
BP01684,BACC00852,AST00948,ORD00948,PSTN Line,Quarterly,27.75,20/05/2026,18/08/2026,Active
BP01685,BACC00026,AST00294,ORD00294,FTTP Broadband,Annual,90.0,20/05/2026,19/06/2026,Active
BP01686,BACC00323,AST00050,ORD00050,Mobile Voice,Quarterly,48.0,20/05/2026,18/08/2026,Active
BP01687,BACC00622,AST01732,ORD01732,PSTN Line,Quarterly,20.35,20/05/2026,18/08/2026,Active
BP01688,BACC00237,AST01625,ORD01625,SD-WAN,Monthly,165.0,20/05/2026,19/06/2026,Active
BP01689,BACC00406,AST01957,ORD01957,FTTP Broadband,Quarterly,45.0,20/05/2026,20/06/2026,Active
BP01690,BACC00346,AST00645,ORD00645,Cloud Voice,Monthly,9.5,20/05/2026,18/08/2026,Active
BP01691,BACC00235,AST00338,ORD00338,Broadband,Quarterly,32.0,20/05/2026,19/06/2026,Active
BP01692,BACC00250,AST01005,ORD01005,FTTC Broadband,Annual,76.0,20/05/2026,20/06/2026,Active
BP01693,BACC00796,AST00445,ORD00445,SD-WAN,Monthly,165.0,20/05/2026,20/06/2026,Active
BP01694,BACC00460,AST01425,ORD01425,Broadband,Quarterly,35.2,20/05/2026,18/08/2026,Active
BP01695,BACC00431,AST01935,ORD01935,Mobile Voice,Annual,24.0,20/05/2026,20/06/2026,Active
BP01696,BACC00089,AST00919,ORD00919,MPLS Circuit,Quarterly,162.0,20/05/2026,20/06/2026,Ceased
BP01697,BACC00443,AST01403,ORD01403,Cloud Voice,Annual,8.55,20/05/2026,19/06/2026,Active
BP01698,BACC00748,AST01761,ORD01761,SD-WAN,Monthly,225.0,20/05/2026,19/06/2026,Active
BP01699,BACC00284,AST00206,ORD00206,SD-WAN,Annual,225.0,20/05/2026,18/08/2026,Active
BP01700,BACC00944,AST00331,ORD00331,Cloud Voice,Monthly,19.0,20/05/2026,19/06/2026,Active
BP01701,BACC00016,AST00452,ORD00452,Ethernet Circuit,Annual,242.0,20/05/2026,19/06/2026,Active
BP01702,BACC00046,AST01686,ORD01686,MPLS Circuit,Quarterly,162.0,20/05/2026,18/08/2026,Active
BP01703,BACC00051,AST00077,ORD00077,Cloud Voice,Quarterly,9.5,20/05/2026,19/06/2026,Active
BP01704,BACC00646,AST00056,ORD00056,SD-WAN,Quarterly,150.0,20/05/2026,18/08/2026,Active
BP01705,BACC00180,AST00141,ORD00141,Broadband,Monthly,35.2,20/05/2026,20/06/2026,Ceased
BP01706,BACC00649,AST00972,ORD00972,FTTP Broadband,Monthly,67.5,20/05/2026,19/06/2026,Active
BP01707,BACC00772,AST01183,ORD01183,FTTP Broadband,Quarterly,49.5,20/05/2026,18/08/2026,Inactive
BP01708,BACC00531,AST00522,ORD00522,MPLS Circuit,Annual,225.0,20/05/2026,20/06/2026,Ceased
BP01709,BACC00961,AST01593,ORD01593,SIP Trunk,Monthly,28.0,20/05/2026,19/06/2026,Active
BP01710,BACC00116,AST01590,ORD01590,Broadband,Annual,48.0,20/05/2026,20/06/2026,Active
BP01711,BACC00739,AST01994,ORD01994,FTTC Broadband,Monthly,41.8,20/05/2026,19/06/2026,Active
BP01712,BACC00579,AST00868,ORD00868,MPLS Circuit,Annual,225.0,20/05/2026,19/06/2026,Active
BP01713,BACC00127,AST01573,ORD01573,SIP Trunk,Monthly,12.6,20/05/2026,20/06/2026,Active
BP01714,BACC00497,AST01414,ORD01414,FTTC Broadband,Quarterly,47.5,20/05/2026,20/06/2026,Inactive
BP01715,BACC00983,AST01695,ORD01695,Ethernet Circuit,Monthly,275.0,20/05/2026,19/06/2026,Ceased
BP01716,BACC00138,AST01030,ORD01030,Cloud Voice,Monthly,19.0,20/05/2026,19/06/2026,Active
BP01717,BACC00251,AST00273,ORD00273,Ethernet Circuit,Quarterly,242.0,20/05/2026,18/08/2026,Inactive
BP01718,BACC00165,AST01270,ORD01270,MPLS Circuit,Monthly,198.0,20/05/2026,18/08/2026,Inactive
BP01719,BACC00589,AST01953,ORD01953,Cloud Voice,Annual,19.0,20/05/2026,19/06/2026,Active
BP01720,BACC00656,AST00863,ORD00863,SD-WAN,Quarterly,187.5,20/05/2026,20/06/2026,Active
BP01721,BACC00636,AST00178,ORD00178,Cloud Voice,Quarterly,19.0,20/05/2026,19/06/2026,Active
BP01722,BACC00094,AST01204,ORD01204,Mobile Voice,Annual,48.0,20/05/2026,19/06/2026,Active
BP01723,BACC00788,AST00650,ORD00650,MPLS Circuit,Annual,198.0,20/05/2026,19/06/2026,Active
BP01724,BACC00273,AST00800,ORD00800,SD-WAN,Monthly,225.0,20/05/2026,20/06/2026,Active
BP01725,BACC01000,AST01094,ORD01094,PSTN Line,Monthly,23.12,20/05/2026,20/06/2026,Active
BP01726,BACC00479,AST00353,ORD00353,FTTC Broadband,Annual,34.2,20/05/2026,18/08/2026,Active
BP01727,BACC00622,AST01732,ORD01732,PSTN Line,Monthly,20.35,20/05/2026,20/06/2026,Active
BP01728,BACC00510,AST01851,ORD01851,SIP Trunk,Annual,21.0,20/05/2026,20/06/2026,Active
BP01729,BACC00998,AST01100,ORD01100,MPLS Circuit,Quarterly,162.0,20/05/2026,18/08/2026,Active
BP01730,BACC00201,AST01600,ORD01600,FTTP Broadband,Annual,67.5,20/05/2026,18/08/2026,Active
BP01731,BACC00662,AST00899,ORD00899,PSTN Line,Monthly,20.35,20/05/2026,18/08/2026,Ceased
BP01732,BACC00357,AST01489,ORD01489,Broadband,Monthly,28.8,20/05/2026,18/08/2026,Active
BP01733,BACC00430,AST00960,ORD00960,FTTP Broadband,Annual,56.25,20/05/2026,20/06/2026,Active
BP01734,BACC00395,AST00523,ORD00523,Ethernet Circuit,Annual,242.0,20/05/2026,20/06/2026,Active
BP01735,BACC00408,AST01660,ORD01660,Cloud Voice,Annual,9.5,20/05/2026,19/06/2026,Active
BP01736,BACC00255,AST00069,ORD00069,Ethernet Circuit,Quarterly,275.0,20/05/2026,20/06/2026,Active
BP01737,BACC00896,AST00517,ORD00517,Mobile Voice,Quarterly,30.0,20/05/2026,19/06/2026,Active
BP01738,BACC00674,AST00203,ORD00203,FTTP Broadband,Annual,40.5,20/05/2026,20/06/2026,Active
BP01739,BACC00271,AST00578,ORD00578,Cloud Voice,Monthly,11.88,20/05/2026,18/08/2026,Active
BP01740,BACC00793,AST00117,ORD00117,Cloud Voice,Monthly,19.0,20/05/2026,20/06/2026,Inactive
BP01741,BACC00563,AST01408,ORD01408,Broadband,Monthly,40.0,20/05/2026,19/06/2026,Active
BP01742,BACC00301,AST00926,ORD00926,SIP Trunk,Annual,12.6,20/05/2026,19/06/2026,Active
BP01743,BACC00002,AST01458,ORD01458,Cloud Voice,Annual,11.88,20/05/2026,19/06/2026,Active
BP01744,BACC00866,AST00079,ORD00079,MPLS Circuit,Quarterly,270.0,20/05/2026,20/06/2026,Active
BP01745,BACC00283,AST01045,ORD01045,SD-WAN,Quarterly,150.0,20/05/2026,19/06/2026,Active
BP01746,BACC00342,AST01954,ORD01954,Broadband,Monthly,35.2,20/05/2026,20/06/2026,Ceased
BP01747,BACC00153,AST01686,ORD01686,MPLS Circuit,Annual,360.0,20/05/2026,19/06/2026,Inactive
BP01748,BACC00511,AST00312,ORD00312,MPLS Circuit,Quarterly,360.0,20/05/2026,19/06/2026,Active
BP01749,BACC00543,AST01502,ORD01502,PSTN Line,Quarterly,37.0,20/05/2026,19/06/2026,Active
BP01750,BACC00302,AST00643,ORD00643,Cloud Voice,Monthly,14.25,20/05/2026,20/06/2026,Active
BP01751,BACC00073,AST00584,ORD00584,FTTC Broadband,Monthly,38.0,20/05/2026,20/06/2026,Active
BP01752,BACC00270,AST01252,ORD01252,Broadband,Annual,64.0,20/05/2026,20/06/2026,Active
BP01753,BACC00241,AST01030,ORD01030,Cloud Voice,Quarterly,8.55,20/05/2026,18/08/2026,Active
BP01754,BACC00156,AST01391,ORD01391,SIP Trunk,Quarterly,17.5,20/05/2026,18/08/2026,Active
BP01755,BACC00747,AST01069,ORD01069,Cloud Voice,Monthly,11.88,20/05/2026,18/08/2026,Active
BP01756,BACC00955,AST01231,ORD01231,SD-WAN,Monthly,187.5,20/05/2026,19/06/2026,Active
BP01757,BACC00871,AST00678,ORD00678,FTTC Broadband,Quarterly,76.0,20/05/2026,20/06/2026,Active
BP01758,BACC00602,AST01414,ORD01414,SIP Trunk,Quarterly,12.6,20/05/2026,18/08/2026,Active
BP01759,BACC00063,AST00301,ORD00301,FTTC Broadband,Quarterly,47.5,20/05/2026,19/06/2026,Active
BP01760,BACC00347,AST01837,ORD01837,Mobile Voice,Monthly,36.0,20/05/2026,19/06/2026,Active
BP01761,BACC00704,AST00676,ORD00676,Mobile Voice,Monthly,30.0,20/05/2026,19/06/2026,Active
BP01762,BACC00873,AST00625,ORD00625,FTTC Broadband,Monthly,38.0,20/05/2026,19/06/2026,Active
BP01763,BACC00960,AST01580,ORD01580,MPLS Circuit,Annual,360.0,20/05/2026,20/06/2026,Active
