asset_id,account_id,asset_type,installation_date,asset_status,location,maintenance_cost,service_number
AST00888,ACC00979,SD-WAN,02/05/2024,Active,Manchester,37.47,SDWAN9349707041
AST00889,ACC00893,SD-WAN,04/06/2024,Active,Cardiff,51.58,SDWAN4084743539
AST00890,ACC00425,Cloud Voice,25/08/2023,Active,Leeds,2.79,CV4249918150
AST00891,ACC00848,Mobile Voice,01/01/2025,Active,Glasgow,6.58,MOB4126272280
AST00892,ACC00598,MPLS Circuit,28/07/2025,Active,Edinburgh,18.04,MPLS4735899979
AST00893,ACC00966,SIP Trunk,10/11/2024,Active,Edinburgh,1.88,SIP7416857840
AST00894,ACC00519,Mobile Voice,10/09/2023,Active,Edinburgh,5.84,MOB4833409505
AST00895,ACC00623,Mobile Voice,04/11/2023,Active,Cardiff,4.72,MOB3456341078
AST00896,ACC00620,SIP Trunk,05/05/2025,Active,Manchester,1.03,SIP3874668250
AST00897,ACC00417,Ethernet Circuit,26/08/2023,Active,Birmingham,49.9,ETH9971953682
AST00898,ACC00609,Ethernet Circuit,23/12/2023,Active,Birmingham,48.88,ETH1699387979
AST00899,ACC00799,PSTN Line,23/12/2024,Active,Cardiff,3.94,PSTN3950461978
AST00900,ACC00294,FTTC Broadband,28/01/2025,Active,Birmingham,12.16,FTTC8424142815
AST00901,ACC00574,Mobile Voice,08/07/2025,Active,Liverpool,3.11,MOB3315715088
AST00902,ACC00408,Ethernet Circuit,18/07/2023,Active,Cardiff,68.59,ETH3905305894
AST00903,ACC00973,Cloud Voice,25/04/2024,Ceased,Edinburgh,2.08,CV3992120743
AST00904,ACC00815,Broadband,25/07/2024,Active,Liverpool,8.32,BB8949860277
AST00905,ACC00063,FTTP Broadband,07/05/2025,Active,Reading,6.73,FTTP9607513670
AST00906,ACC00363,FTTP Broadband,02/05/2025,Ceased,Glasgow,5.63,FTTP4852498522
AST00907,ACC00406,FTTP Broadband,19/12/2025,Ceased,Liverpool,12.31,FTTP1925961324
AST00908,ACC00893,Broadband,16/09/2024,Inactive,Manchester,7.4,BB1640840933
AST00909,ACC00894,Ethernet Circuit,21/02/2023,Active,Cardiff,40.62,ETH6387777375
AST00910,ACC00306,Broadband,22/08/2025,Active,London,2.08,BB2890003738
AST00911,ACC00656,Ethernet Circuit,26/04/2024,Active,Edinburgh,48.52,ETH8742473374
AST00912,ACC00467,FTTP Broadband,04/09/2023,Active,Liverpool,10.27,FTTP5253318800
AST00913,ACC00919,FTTC Broadband,05/01/2023,Active,Leeds,9.7,FTTC5393920687
AST00914,ACC00581,MPLS Circuit,03/07/2023,Active,London,16.5,MPLS5065202334
AST00915,ACC00762,Broadband,03/05/2025,Active,Liverpool,10.05,BB8158314648
AST00916,ACC00858,Cloud Voice,14/06/2023,Active,London,1.7,CV9403029164
AST00917,ACC00528,FTTC Broadband,26/09/2025,Active,Bristol,5.73,FTTC6581138914
AST00918,ACC00923,FTTP Broadband,11/12/2024,Active,Liverpool,14.81,FTTP3975532557
AST00919,ACC00881,MPLS Circuit,01/10/2024,Active,London,39.93,MPLS6888311666
AST00920,ACC00504,SD-WAN,11/02/2026,Active,Birmingham,38.65,SDWAN9784315380
AST00921,ACC00877,Ethernet Circuit,14/03/2026,Active,Glasgow,57.48,ETH3977421581
AST00922,ACC00544,FTTP Broadband,07/02/2024,Active,Leeds,12.55,FTTP5179952198
AST00923,ACC00889,SIP Trunk,01/06/2025,Active,Reading,2.4,SIP6565947986
AST00924,ACC00978,PSTN Line,09/05/2024,Active,London,2.8,PSTN1256977819
AST00925,ACC00207,Mobile Voice,05/04/2025,Active,Edinburgh,8.3,MOB2902649043
AST00926,ACC00228,SIP Trunk,27/01/2025,Inactive,Manchester,2.67,SIP8640709198
AST00927,ACC00439,MPLS Circuit,27/10/2025,Active,Leeds,52.76,MPLS1450845417
AST00928,ACC00228,FTTC Broadband,23/08/2025,Ceased,Leeds,10.85,FTTC5592964606
AST00929,ACC00223,SD-WAN,01/07/2024,Active,Birmingham,47.54,SDWAN3041612140
AST00930,ACC00350,Cloud Voice,17/02/2024,Active,Birmingham,0.73,CV3161096457
AST00931,ACC00124,SIP Trunk,13/01/2023,Active,Glasgow,1.64,SIP6499633279
AST00932,ACC00425,MPLS Circuit,09/02/2023,Inactive,London,30.23,MPLS5944777654
AST00933,ACC00014,MPLS Circuit,07/07/2025,Active,Cardiff,47.75,MPLS9145319909
AST00934,ACC00721,Cloud Voice,31/01/2024,Active,Cardiff,1.41,CV1931560067
AST00935,ACC00936,MPLS Circuit,04/09/2023,Active,Reading,34.07,MPLS9492028607
AST00936,ACC00721,SIP Trunk,15/09/2024,Active,Edinburgh,1.16,SIP1467841256
AST00937,ACC00271,SIP Trunk,31/01/2023,Ceased,Birmingham,1.94,SIP2785412327
AST00938,ACC00890,FTTC Broadband,24/07/2025,Active,Cardiff,13.1,FTTC7304406424
AST00939,ACC00069,Ethernet Circuit,05/05/2024,Active,Glasgow,53.53,ETH4467407318
AST00940,ACC00896,Mobile Voice,30/01/2025,Ceased,Birmingham,2.67,MOB9228629079
AST00941,ACC00769,SIP Trunk,11/11/2023,Active,Glasgow,2.37,SIP4875113106
AST00942,ACC00253,FTTC Broadband,22/11/2024,Active,Birmingham,12.86,FTTC7039616438
AST00943,ACC00352,Broadband,04/09/2024,Active,Leeds,6.42,BB7483027578
AST00944,ACC00989,Mobile Voice,24/11/2023,Active,Leeds,5.23,MOB8301372639
AST00945,ACC00281,MPLS Circuit,19/12/2023,Ceased,Bristol,59.1,MPLS4857019839
AST00946,ACC00068,PSTN Line,08/12/2024,Active,London,3.0,PSTN2688313144
AST00947,ACC00603,Ethernet Circuit,02/07/2023,Ceased,Liverpool,65.35,ETH9397977891
AST00948,ACC00445,PSTN Line,04/01/2026,Inactive,Cardiff,4.22,PSTN8786519312
AST00949,ACC00891,PSTN Line,09/04/2024,Active,Glasgow,6.1,PSTN8878313884
AST00950,ACC00321,MPLS Circuit,01/04/2023,Ceased,Edinburgh,49.63,MPLS9768328161
AST00951,ACC00474,Cloud Voice,28/08/2023,Active,Cardiff,1.66,CV9474655615
AST00952,ACC00426,PSTN Line,12/09/2025,Active,Leeds,3.23,PSTN4582044409
AST00953,ACC00161,MPLS Circuit,23/06/2024,Inactive,Bristol,29.24,MPLS2910418473
AST00954,ACC00680,SIP Trunk,19/10/2023,Active,Bristol,3.73,SIP8290631869
AST00955,ACC00379,FTTP Broadband,12/11/2025,Active,Cardiff,12.49,FTTP4482914181
AST00956,ACC00358,Cloud Voice,28/02/2023,Inactive,Birmingham,1.59,CV6390005984
AST00957,ACC00358,SD-WAN,19/07/2023,Active,Birmingham,31.03,SDWAN9504630281
AST00958,ACC00044,SD-WAN,07/02/2024,Active,London,12.93,SDWAN7322704519
AST00959,ACC00312,Broadband,08/04/2024,Active,Bristol,1.9,BB1552014432
AST00960,ACC00186,FTTP Broadband,14/03/2026,Active,Reading,2.91,FTTP7771978685
AST00961,ACC00122,MPLS Circuit,22/11/2023,Ceased,Birmingham,29.1,MPLS5557164134
AST00962,ACC00788,SD-WAN,27/02/2025,Active,Reading,10.61,SDWAN2235953466
AST00963,ACC00857,Cloud Voice,24/02/2026,Active,Edinburgh,1.76,CV4136222760
AST00964,ACC00416,Broadband,25/09/2025,Active,Manchester,4.06,BB5965411805
AST00965,ACC00138,Broadband,02/01/2023,Active,Bristol,9.86,BB8071435599
AST00966,ACC00447,Cloud Voice,03/12/2024,Inactive,Edinburgh,1.85,CV3026700485
AST00967,ACC00766,FTTC Broadband,23/10/2023,Active,Bristol,7.73,FTTC8767186053
AST00968,ACC00016,PSTN Line,20/08/2025,Active,Manchester,3.89,PSTN8317396211
AST00969,ACC00725,MPLS Circuit,29/06/2024,Active,Liverpool,51.12,MPLS5498150126
AST00970,ACC00692,PSTN Line,03/04/2024,Ceased,Liverpool,2.56,PSTN6194967470
AST00971,ACC00782,SD-WAN,07/09/2025,Ceased,Glasgow,35.05,SDWAN6695185903
AST00972,ACC00805,FTTP Broadband,10/01/2023,Active,Glasgow,12.02,FTTP8235970965
AST00973,ACC00218,Mobile Voice,25/11/2023,Active,Birmingham,7.77,MOB4592318897
AST00974,ACC00310,PSTN Line,15/03/2025,Ceased,London,3.03,PSTN9529127300
AST00975,ACC00494,Ethernet Circuit,03/01/2023,Active,Edinburgh,68.93,ETH7649515416
AST00976,ACC00250,PSTN Line,01/03/2025,Active,Glasgow,5.71,PSTN9392539918
AST00977,ACC00904,PSTN Line,16/12/2023,Active,Birmingham,5.51,PSTN2030927850
AST00978,ACC00499,Broadband,04/03/2023,Ceased,Birmingham,3.51,BB5439029221
AST00979,ACC00043,FTTP Broadband,28/03/2025,Inactive,Edinburgh,8.26,FTTP8083949090
AST00980,ACC00071,Cloud Voice,13/08/2023,Active,Edinburgh,1.86,CV1183908089
AST00981,ACC00126,MPLS Circuit,02/07/2024,Active,Bristol,57.22,MPLS8865928955
AST00982,ACC00208,PSTN Line,12/11/2024,Active,Reading,6.35,PSTN6313351866
AST00983,ACC00910,SD-WAN,19/07/2024,Active,Liverpool,14.83,SDWAN9148773898
AST00984,ACC00065,Broadband,07/03/2023,Active,Leeds,5.19,BB2226713041
AST00985,ACC00594,FTTC Broadband,27/12/2023,Inactive,Reading,9.54,FTTC3587548666
AST00986,ACC00804,Mobile Voice,25/04/2023,Active,Manchester,5.24,MOB3452508807
AST00987,ACC00697,PSTN Line,04/11/2023,Active,Birmingham,5.28,PSTN4666391521
AST00988,ACC00588,Ethernet Circuit,19/12/2023,Active,Reading,69.88,ETH8579882498
AST00989,ACC00880,SIP Trunk,30/04/2023,Active,Cardiff,3.65,SIP5630639274
AST00990,ACC00973,SD-WAN,16/09/2023,Active,Reading,50.47,SDWAN2541012479
AST00991,ACC00446,FTTC Broadband,15/08/2023,Active,Bristol,8.66,FTTC5684413322
AST00992,ACC00693,FTTC Broadband,07/10/2023,Active,Leeds,6.1,FTTC4913831236
AST00993,ACC00889,SIP Trunk,28/12/2023,Active,Leeds,1.02,SIP2458921935
AST00994,ACC00683,FTTP Broadband,27/04/2025,Active,Glasgow,4.33,FTTP7475113279
AST00995,ACC00094,MPLS Circuit,17/11/2025,Active,Leeds,52.06,MPLS6317943723
AST00996,ACC00869,Mobile Voice,22/09/2023,Active,Liverpool,5.05,MOB1068206276
AST00997,ACC00634,Cloud Voice,21/06/2024,Active,Manchester,1.39,CV1081193035
AST00998,ACC00046,FTTP Broadband,13/04/2026,Active,Birmingham,8.09,FTTP3286909464
AST00999,ACC00314,Mobile Voice,13/06/2023,Active,Leeds,5.84,MOB8615831730
AST01000,ACC00643,PSTN Line,05/07/2024,Active,Manchester,6.39,PSTN8065058627
AST01001,ACC00838,FTTP Broadband,30/03/2023,Active,Manchester,5.0,FTTP8643815561
AST01002,ACC00827,SD-WAN,29/03/2024,Active,Cardiff,35.0,SDWAN5098706538
AST01003,ACC00911,PSTN Line,04/06/2023,Ceased,London,3.19,PSTN7052494097
AST01004,ACC00931,Ethernet Circuit,06/01/2025,Active,Bristol,16.06,ETH4933578920
AST01005,ACC00109,FTTC Broadband,31/10/2024,Ceased,London,13.07,FTTC4782111285
AST01006,ACC00961,SIP Trunk,05/02/2023,Active,Bristol,0.76,SIP9971400707
AST01007,ACC00103,Broadband,11/03/2025,Ceased,Cardiff,8.2,BB6116454525
AST01008,ACC00494,Ethernet Circuit,10/04/2026,Active,Leeds,50.86,ETH6274259447
AST01009,ACC00487,SIP Trunk,06/09/2024,Active,Birmingham,3.38,SIP2041952454
AST01010,ACC00933,FTTC Broadband,15/05/2023,Inactive,Edinburgh,10.87,FTTC4375688181
AST01011,ACC00918,Cloud Voice,16/10/2024,Ceased,Birmingham,2.73,CV3309888028
AST01012,ACC00885,PSTN Line,19/02/2023,Active,Liverpool,4.22,PSTN1539050424
AST01013,ACC00204,Ethernet Circuit,27/04/2025,Active,Birmingham,25.36,ETH2686613362
AST01014,ACC00970,MPLS Circuit,13/08/2023,Active,Liverpool,18.39,MPLS5146213596
AST01015,ACC00591,Mobile Voice,26/11/2023,Active,Birmingham,7.9,MOB1682644423
AST01016,ACC00368,FTTP Broadband,01/03/2026,Active,Leeds,10.94,FTTP1493476658
AST01017,ACC00884,MPLS Circuit,05/09/2024,Inactive,Bristol,34.99,MPLS4255610903
AST01018,ACC00120,Ethernet Circuit,24/12/2023,Inactive,Cardiff,70.03,ETH9355734327
AST01019,ACC00024,SIP Trunk,19/04/2025,Active,Liverpool,4.59,SIP3448503745
AST01020,ACC00692,SIP Trunk,31/03/2023,Active,Manchester,2.84,SIP5197707817
AST01021,ACC00462,SD-WAN,27/03/2024,Active,Liverpool,35.93,SDWAN9153591449
AST01022,ACC00635,Cloud Voice,16/04/2025,Active,Cardiff,0.99,CV8565221666
AST01023,ACC00595,FTTP Broadband,24/06/2025,Active,Liverpool,3.0,FTTP6517671074
AST01024,ACC00769,PSTN Line,18/01/2023,Active,Glasgow,5.63,PSTN1860859402
AST01025,ACC00243,PSTN Line,29/05/2025,Active,Bristol,2.01,PSTN6856494597
AST01026,ACC00784,Mobile Voice,19/07/2024,Ceased,London,2.02,MOB6734113497
AST01027,ACC00420,Broadband,08/09/2025,Active,Reading,2.93,BB8957734644
AST01028,ACC00032,Mobile Voice,21/01/2023,Active,Bristol,7.68,MOB8991192877
AST01029,ACC00653,Mobile Voice,22/07/2023,Active,Manchester,3.29,MOB1473389569
AST01030,ACC00485,Cloud Voice,12/06/2025,Active,Edinburgh,1.18,CV4219402378
AST01031,ACC00661,FTTP Broadband,06/11/2024,Active,Leeds,12.53,FTTP7758039973
AST01032,ACC00853,SD-WAN,21/12/2023,Active,Leeds,23.95,SDWAN3873775940
AST01033,ACC00916,Mobile Voice,14/10/2024,Ceased,Liverpool,8.28,MOB2525918391
AST01034,ACC00120,FTTC Broadband,09/07/2023,Active,Manchester,11.94,FTTC4395027786
AST01035,ACC00258,Broadband,12/01/2025,Active,Cardiff,10.25,BB5795792691
AST01036,ACC00806,Mobile Voice,08/04/2025,Ceased,Glasgow,6.28,MOB4763186623
AST01037,ACC00535,FTTC Broadband,17/06/2024,Inactive,Bristol,13.17,FTTC2217867095
AST01038,ACC00831,Cloud Voice,30/05/2025,Active,Glasgow,2.92,CV7649235294
AST01039,ACC00213,Cloud Voice,15/03/2025,Active,Reading,3.29,CV3829329627
AST01040,ACC00460,Ethernet Circuit,15/02/2023,Active,Leeds,52.22,ETH4651678855
AST01041,ACC00162,Broadband,29/06/2023,Active,London,6.77,BB4749363337
AST01042,ACC00617,SD-WAN,22/09/2023,Active,London,48.08,SDWAN1235771071
AST01043,ACC00172,FTTC Broadband,23/11/2024,Active,London,12.0,FTTC4508552165
AST01044,ACC00700,Ethernet Circuit,16/02/2023,Active,Cardiff,16.82,ETH4191264866
AST01045,ACC00077,SD-WAN,03/09/2023,Active,Bristol,11.02,SDWAN8361924679
AST01046,ACC00189,SIP Trunk,29/09/2025,Ceased,Reading,4.77,SIP7631480297
AST01047,ACC00885,PSTN Line,14/04/2023,Active,Edinburgh,4.53,PSTN5949258073
AST01048,ACC00853,FTTP Broadband,02/03/2026,Active,Edinburgh,7.78,FTTP7606581561
AST01049,ACC00320,Cloud Voice,16/09/2025,Active,Edinburgh,0.63,CV2570655862
AST01050,ACC00225,SIP Trunk,10/10/2023,Active,Reading,2.27,SIP4459962585
AST01051,ACC00812,MPLS Circuit,14/09/2023,Active,Edinburgh,50.81,MPLS6515089330
AST01052,ACC00552,FTTC Broadband,06/01/2023,Active,London,6.64,FTTC6930369461
AST01053,ACC00463,MPLS Circuit,15/11/2023,Inactive,Glasgow,14.65,MPLS9771967984
AST01054,ACC00224,PSTN Line,25/05/2024,Ceased,Cardiff,4.45,PSTN4096999447
AST01055,ACC00494,Cloud Voice,24/06/2023,Active,Manchester,1.07,CV1041844790
AST01056,ACC00388,SIP Trunk,17/06/2025,Active,Glasgow,4.81,SIP8951464030
AST01057,ACC00147,Cloud Voice,01/08/2023,Active,Manchester,1.71,CV7943186551
AST01058,ACC00934,Broadband,16/10/2025,Active,Reading,7.36,BB3286291352
AST01059,ACC00898,FTTC Broadband,17/11/2025,Active,Glasgow,6.52,FTTC7287129704
AST01060,ACC00480,FTTP Broadband,10/04/2023,Active,Liverpool,7.88,FTTP9019515961
AST01061,ACC00262,FTTP Broadband,09/09/2025,Active,Bristol,4.86,FTTP6309795198
AST01062,ACC00287,MPLS Circuit,18/08/2023,Active,London,24.97,MPLS1145503041
AST01063,ACC00664,SD-WAN,29/01/2025,Inactive,Cardiff,12.23,SDWAN1457142130
AST01064,ACC00503,FTTC Broadband,10/07/2025,Inactive,Liverpool,5.55,FTTC8273391850
AST01065,ACC00104,PSTN Line,28/03/2023,Active,Reading,2.97,PSTN7721613870
AST01066,ACC00436,Cloud Voice,19/12/2023,Active,Birmingham,1.58,CV1341789186
AST01067,ACC00178,Mobile Voice,06/07/2024,Inactive,Bristol,6.53,MOB3396252050
AST01068,ACC00791,PSTN Line,17/12/2025,Active,Edinburgh,2.17,PSTN2990199423
AST01069,ACC00067,Cloud Voice,30/09/2025,Active,Cardiff,3.26,CV1833515024
AST01070,ACC00614,Cloud Voice,21/01/2025,Active,Glasgow,1.56,CV7437263366
AST01071,ACC00939,PSTN Line,11/01/2023,Active,Bristol,4.88,PSTN1331956477
AST01072,ACC00941,Broadband,18/03/2024,Inactive,London,2.94,BB5402368281
AST01073,ACC00647,FTTP Broadband,27/05/2024,Active,Cardiff,14.58,FTTP6465157933
AST01074,ACC00241,SD-WAN,11/04/2024,Active,Reading,38.36,SDWAN5324615692
AST01075,ACC00773,Ethernet Circuit,03/11/2023,Active,Edinburgh,55.02,ETH5862785123
AST01076,ACC00378,SIP Trunk,29/01/2025,Active,Glasgow,1.0,SIP3378206669
AST01077,ACC00387,SD-WAN,04/04/2023,Active,Cardiff,21.54,SDWAN8774824168
AST01078,ACC00088,Ethernet Circuit,05/04/2024,Active,Edinburgh,15.26,ETH4142318580
AST01079,ACC00164,Mobile Voice,21/09/2023,Active,Cardiff,3.37,MOB7289691665
AST01080,ACC00785,SIP Trunk,12/05/2023,Active,Birmingham,4.43,SIP2423840328
AST01081,ACC00229,PSTN Line,24/12/2024,Active,Manchester,2.28,PSTN7203792822
AST01082,ACC00892,FTTC Broadband,24/10/2025,Active,Liverpool,2.48,FTTC1253045458
AST01083,ACC00403,FTTP Broadband,21/01/2024,Ceased,Cardiff,14.92,FTTP9068689237
AST01084,ACC00253,Mobile Voice,18/03/2026,Active,Reading,1.66,MOB1923313933
AST01085,ACC00823,FTTC Broadband,31/01/2023,Active,London,10.24,FTTC8705269807
AST01086,ACC00997,PSTN Line,03/10/2025,Active,Birmingham,5.46,PSTN8325824663
AST01087,ACC00098,Mobile Voice,23/04/2023,Active,London,1.48,MOB7421451428
AST01088,ACC00866,MPLS Circuit,24/06/2024,Active,Manchester,41.88,MPLS5878942483
AST01089,ACC00305,SD-WAN,02/01/2024,Active,Bristol,34.61,SDWAN6150079571
AST01090,ACC00274,Mobile Voice,25/06/2025,Inactive,Reading,4.57,MOB6994811106
AST01091,ACC00113,Mobile Voice,12/12/2025,Active,Leeds,5.86,MOB5170070654
AST01092,ACC00666,SIP Trunk,31/08/2023,Ceased,Manchester,2.73,SIP2507686253
AST01093,ACC00447,FTTP Broadband,18/11/2024,Active,Bristol,10.95,FTTP4120404868
AST01094,ACC00540,PSTN Line,02/08/2024,Active,Leeds,5.19,PSTN3094337492
AST01095,ACC00219,MPLS Circuit,01/06/2023,Active,Cardiff,25.56,MPLS7740296418
AST01096,ACC00965,FTTC Broadband,03/03/2025,Active,Edinburgh,3.29,FTTC7982400487
AST01097,ACC00994,PSTN Line,22/02/2026,Ceased,Cardiff,4.1,PSTN7112212350
AST01098,ACC00687,FTTC Broadband,15/02/2023,Active,Liverpool,9.26,FTTC6494750225
AST01099,ACC00479,Ethernet Circuit,08/06/2023,Active,London,54.24,ETH6894973729
AST01100,ACC00503,MPLS Circuit,10/07/2024,Active,Cardiff,19.4,MPLS1573973489
AST01101,ACC00306,FTTC Broadband,28/04/2025,Active,Leeds,7.51,FTTC2730987361
AST01102,ACC00541,SIP Trunk,13/01/2023,Ceased,Birmingham,3.97,SIP2943725866
AST01103,ACC00379,FTTP Broadband,17/02/2023,Active,Bristol,11.36,FTTP5676008419
AST01104,ACC00192,Cloud Voice,05/12/2024,Active,Reading,1.14,CV7480922885
AST01105,ACC00715,MPLS Circuit,22/12/2023,Inactive,Edinburgh,46.81,MPLS2274676146
AST01106,ACC00893,Ethernet Circuit,14/03/2025,Active,Manchester,68.34,ETH8059997520
AST01107,ACC00529,Ethernet Circuit,11/10/2025,Active,Manchester,74.07,ETH7259375071
AST01108,ACC00243,FTTP Broadband,19/09/2024,Active,Cardiff,6.94,FTTP8483637902
AST01109,ACC00130,SD-WAN,06/03/2026,Ceased,Liverpool,8.92,SDWAN3699972261
AST01110,ACC00225,PSTN Line,24/09/2024,Ceased,Bristol,4.4,PSTN7167005626
AST01111,ACC00370,PSTN Line,07/09/2023,Active,Cardiff,3.12,PSTN2967610741
AST01112,ACC00193,MPLS Circuit,05/06/2025,Inactive,Birmingham,11.04,MPLS2615910088
AST01113,ACC00133,FTTC Broadband,16/06/2023,Active,Birmingham,6.01,FTTC9971876120
AST01114,ACC00051,FTTC Broadband,12/05/2023,Active,Leeds,13.06,FTTC9416809259
AST01115,ACC00714,PSTN Line,05/10/2024,Active,Edinburgh,3.79,PSTN8105837888
AST01116,ACC00283,Ethernet Circuit,15/11/2025,Inactive,London,29.64,ETH9061308059
AST01117,ACC00815,PSTN Line,02/10/2023,Active,Reading,4.61,PSTN3429910532
AST01118,ACC00130,FTTP Broadband,01/09/2024,Active,Edinburgh,8.69,FTTP6328036589
AST01119,ACC00117,Cloud Voice,28/02/2024,Active,Edinburgh,3.3,CV1844682742
AST01120,ACC00380,Ethernet Circuit,25/07/2025,Active,Bristol,57.38,ETH3964815128
AST01121,ACC00036,FTTP Broadband,18/10/2025,Active,Bristol,11.23,FTTP6137465078
AST01122,ACC00138,MPLS Circuit,10/12/2024,Inactive,Reading,49.04,MPLS1120461690
AST01123,ACC00521,SD-WAN,20/08/2025,Active,Edinburgh,24.37,SDWAN1268259356
AST01124,ACC00278,FTTC Broadband,30/11/2023,Active,Cardiff,3.1,FTTC7681718751
AST01125,ACC00495,Cloud Voice,28/03/2026,Active,London,2.77,CV5259820247
AST01126,ACC00008,Cloud Voice,27/10/2024,Ceased,Glasgow,3.06,CV5148054940
AST01127,ACC00535,FTTP Broadband,23/03/2026,Ceased,London,5.62,FTTP5139810172
AST01128,ACC00224,Cloud Voice,27/10/2023,Active,Edinburgh,0.98,CV7614354317
AST01129,ACC00162,FTTP Broadband,19/01/2026,Active,Reading,14.75,FTTP1184158222
AST01130,ACC00079,FTTC Broadband,01/05/2025,Active,Cardiff,8.34,FTTC4992902758
AST01131,ACC00499,Ethernet Circuit,09/06/2024,Active,Bristol,15.21,ETH3272994523
AST01132,ACC00750,Mobile Voice,08/12/2024,Ceased,Birmingham,5.8,MOB1609206368
AST01133,ACC00616,Broadband,16/03/2024,Inactive,Bristol,2.94,BB6596987266
AST01134,ACC00556,Cloud Voice,17/07/2023,Active,Manchester,1.78,CV8253424376
AST01135,ACC00363,SD-WAN,31/05/2025,Active,Reading,8.26,SDWAN1928472240
AST01136,ACC00758,FTTP Broadband,19/01/2023,Active,Liverpool,9.92,FTTP6638338499
AST01137,ACC00805,Broadband,09/02/2024,Active,Reading,2.33,BB7610998799
AST01138,ACC00524,Mobile Voice,23/06/2024,Active,Reading,4.81,MOB4167948495
AST01139,ACC00062,FTTP Broadband,31/03/2026,Active,Cardiff,4.6,FTTP7228527353
AST01140,ACC00176,Ethernet Circuit,15/09/2024,Active,Leeds,26.67,ETH9866726855
AST01141,ACC00100,Ethernet Circuit,21/07/2025,Ceased,Birmingham,34.48,ETH5574495364
AST01142,ACC00585,Broadband,22/07/2024,Ceased,Leeds,11.13,BB8716550638
AST01143,ACC00473,Broadband,14/11/2025,Active,London,6.03,BB7868604048
AST01144,ACC00523,MPLS Circuit,09/06/2024,Ceased,Liverpool,13.14,MPLS9591910838
AST01145,ACC00294,Cloud Voice,15/07/2025,Active,Leeds,0.76,CV8496857208
AST01146,ACC00491,PSTN Line,13/03/2026,Active,London,5.3,PSTN8275476221
AST01147,ACC00884,MPLS Circuit,01/01/2025,Ceased,Reading,10.5,MPLS3369869111
AST01148,ACC00329,Ethernet Circuit,23/03/2025,Active,Bristol,75.37,ETH8153954251
AST01149,ACC00336,Mobile Voice,01/08/2023,Active,Reading,5.68,MOB3991047619
AST01150,ACC00279,FTTC Broadband,06/06/2023,Active,Manchester,3.07,FTTC2541712323
AST01151,ACC00343,Ethernet Circuit,24/02/2023,Active,Cardiff,29.89,ETH4603296549
AST01152,ACC00942,FTTP Broadband,29/10/2024,Active,Reading,8.03,FTTP6395516852
AST01153,ACC00158,SIP Trunk,11/01/2024,Inactive,Liverpool,1.0,SIP3802483134
AST01154,ACC00826,Broadband,05/03/2025,Active,Glasgow,5.68,BB7396010567
AST01155,ACC00695,Broadband,24/02/2025,Active,Birmingham,4.12,BB2428061972
AST01156,ACC00989,Ethernet Circuit,10/11/2025,Active,Liverpool,62.15,ETH9397534424
AST01157,ACC00921,Cloud Voice,05/03/2023,Active,Manchester,0.49,CV6368563968
AST01158,ACC00643,PSTN Line,04/03/2024,Ceased,Glasgow,6.15,PSTN6507701811
AST01159,ACC00505,PSTN Line,09/12/2025,Inactive,Edinburgh,4.95,PSTN1533406992
AST01160,ACC00462,Ethernet Circuit,20/05/2025,Active,Liverpool,16.52,ETH6521082521
AST01161,ACC00595,Cloud Voice,07/04/2025,Active,Reading,2.23,CV2319000717
AST01162,ACC00755,SIP Trunk,10/07/2025,Ceased,Glasgow,1.49,SIP2969030005
AST01163,ACC00218,MPLS Circuit,22/01/2025,Active,Liverpool,37.56,MPLS2350454209
AST01164,ACC00911,SIP Trunk,30/03/2026,Active,Glasgow,4.87,SIP1280735461
AST01165,ACC00258,SD-WAN,12/05/2024,Active,Leeds,46.42,SDWAN2344914442
AST01166,ACC00849,Cloud Voice,14/04/2025,Active,London,0.81,CV7558227131
AST01167,ACC00050,FTTP Broadband,20/01/2026,Active,Birmingham,11.16,FTTP2046837109
AST01168,ACC00538,SD-WAN,02/03/2024,Active,London,51.94,SDWAN2147664354
AST01169,ACC00946,Mobile Voice,02/02/2025,Active,Cardiff,6.61,MOB7931312833
AST01170,ACC00993,FTTP Broadband,06/06/2024,Active,Manchester,9.51,FTTP4646993965
AST01171,ACC00693,FTTC Broadband,15/06/2024,Active,Birmingham,6.9,FTTC8571362668
AST01172,ACC00367,Mobile Voice,12/03/2025,Active,London,2.79,MOB4174678704
AST01173,ACC00541,MPLS Circuit,20/02/2024,Ceased,Leeds,62.1,MPLS7920350323
AST01174,ACC00823,MPLS Circuit,16/04/2025,Active,Cardiff,48.23,MPLS3993359372
AST01175,ACC00182,SIP Trunk,04/07/2023,Active,Manchester,4.6,SIP7573689707
AST01176,ACC00695,Ethernet Circuit,18/08/2025,Active,Bristol,27.27,ETH6970999556
AST01177,ACC00361,Cloud Voice,12/01/2026,Active,Glasgow,1.69,CV6896828417
AST01178,ACC00460,FTTP Broadband,02/02/2026,Active,Birmingham,5.16,FTTP9964190557
AST01179,ACC00308,Cloud Voice,02/02/2026,Active,Leeds,0.99,CV4198410565
AST01180,ACC00656,FTTC Broadband,03/06/2025,Active,Birmingham,3.69,FTTC1778409255
AST01181,ACC00256,PSTN Line,25/08/2023,Active,Bristol,6.16,PSTN5594674918
AST01182,ACC00051,Broadband,13/08/2023,Active,Bristol,5.21,BB6555138781
